Stats_ID,Player_Name,Player_ID,Team_ID,Competition_ID,Matches_Index,Conditional_Index,Goal_Involvement_Index,Passing_Index,Technical_Skills_Index,Offensive_Index,Defensive_Index,Performance_Index,xPerformance_Index,Scouting_Index
479,Andrés Gómez  ,17,17,26,72.0,30.0,75.0,65.0,70.0,70.0,67.0,70.0,78.0,80.0
480,Andrey Santos,18,18,27,90.0,72.0,90.0,57.0,70.0,76.0,74.0,66.0,80.0,80.0
481,Ângelo Gabriel,19,19,27,60.0,30.0,60.0,73.0,70.0,66.0,70.0,68.0,81.0,80.0
482,Anselmo Garcia McNulty,20,20,28,94.0,85.0,50.0,73.0,67.0,60.0,83.0,65.0,75.0,70.0
483,Anthony Elanga,21,21,19,67.0,64.0,80.0,71.0,77.0,76.0,83.0,76.0,82.0,90.0
484,Anthony Gordon,22,22,19,69.0,42.0,75.0,72.0,85.0,77.0,74.0,86.0,90.0,100.0
485,Antoni Milambo,23,23,28,76.0,43.0,85.0,70.0,60.0,76.0,70.0,55.0,70.0,70.0
486,Antonio Nusa,24,24,22,54.0,30.0,65.0,71.0,72.0,75.0,80.0,70.0,83.0,80.0
487,Aral Simsir,25,25,25,76.0,43.0,90.0,86.0,73.0,93.0,71.0,70.0,77.0,80.0
488,Archie Brown,26,26,22,88.0,80.0,80.0,73.0,75.0,80.0,75.0,72.0,81.0,90.0
489,Archie Gray,27,27,17,81.0,71.0,45.0,60.0,74.0,50.0,82.0,74.0,91.0,60.0
490,Armindo Sieb ,28,28,29,72.0,40.0,80.0,65.0,71.0,78.0,66.0,70.0,78.0,80.0
491,Arouna Sangante,29,29,27,91.0,92.0,70.0,74.0,72.0,60.0,70.0,70.0,77.0,90.0
492,Arthur Vermeeren,30,30,24,91.0,85.0,70.0,74.0,75.0,57.0,81.0,73.0,84.0,90.0
493,Ashley Phillips,31,31,17,82.0,66.0,55.0,71.0,65.0,35.0,73.0,60.0,78.0,60.0
494,Ayman Kari,32,32,27,82.0,45.0,70.0,70.0,65.0,70.0,85.0,57.0,74.0,70.0
495,Ayyoub Bouadi,33,33,27,68.0,68.0,90.0,78.0,57.0,51.0,50.0,50.0,60.0,60.0
496,Arda Güler,34,34,24,60.0,53.0,95.0,95.0,70.0,94.0,73.0,60.0,75.0,70.0
497,Bart Verbruggen ,35,35,19,99.0,100.0,85.0,87.0,77.0,73.0,70.0,76.0,87.0,90.0
498,Bastien Meupiyou,36,36,27,90.0,77.0,95.0,75.0,60.0,85.0,80.0,50.0,70.0,70.0
499,Benjamin Sesko ,37,37,18,65.0,50.0,95.0,70.0,85.0,88.0,75.0,85.0,90.0,100.0
500,Benjamin Tahirovic,38,38,28,60.0,50.0,90.0,90.0,70.0,81.0,70.0,66.0,75.0,80.0
501,Bilal El Khannouss,39,39,22,80.0,40.0,65.0,85.0,75.0,65.0,70.0,75.0,80.0,90.0
502,Billy Gilmour ,40,40,19,80.0,60.0,65.0,87.0,76.0,70.0,75.0,75.0,81.0,90.0
503,Bobby Clark,41,41,19,80.0,65.0,99.0,76.0,60.0,90.0,70.0,50.0,70.0,70.0
504,Bradley Barcola,42,42,27,70.0,50.0,75.0,95.0,80.0,65.0,70.0,76.0,85.0,90.0
505,Bradley Locko,43,43,27,60.0,55.0,50.0,75.0,75.0,56.0,80.0,73.0,80.0,90.0
506,Brajan Gruda,44,44,18,66.0,50.0,90.0,80.0,75.0,90.0,77.0,70.0,80.0,80.0
507,Brandan Craig,45,45,26,92.0,83.0,60.0,77.0,55.0,50.0,70.0,50.0,65.0,60.0
508,Brian Brobbey,46,46,28,65.0,50.0,95.0,65.0,80.0,87.0,60.0,80.0,85.0,90.0
509,Brian Gutiérrez,47,47,26,70.0,60.0,70.0,75.0,70.0,65.0,65.0,70.0,80.0,90.0
510,Bukayo Saka,48,48,19,83.0,70.0,85.0,77.0,90.0,85.0,76.0,94.0,95.0,100.0
511,Cade Cowell,49,49,30,55.0,40.0,60.0,59.0,70.0,65.0,67.0,70.0,80.0,80.0
512,Can Uzun,50,50,29,80.0,76.0,90.0,70.0,70.0,86.0,65.0,65.0,80.0,70.0
513,Carlos Alcaraz ,51,51,21,56.0,30.0,85.0,65.0,70.0,70.0,71.0,70.0,77.0,80.0
514,Carlos Forbs,52,52,28,66.0,40.0,90.0,72.0,65.0,85.0,70.0,60.0,75.0,70.0
515,Castello Lukeba,53,53,18,87.0,88.0,70.0,75.0,80.0,65.0,75.0,80.0,85.0,90.0
516,Cavan Sullivan,54,54,26,50.0,50.0,70.0,70.0,80.0,70.0,70.0,50.0,50.0,50.0
517,Chaka Traorè,55,55,21,71.0,95.0,90.0,75.0,60.0,90.0,66.0,50.0,68.0,60.0
518,Charles de Ketelaere ,56,56,21,67.0,90.0,70.0,76.0,80.0,72.0,80.0,80.0,84.0,90.0
519,Chido Obi,57,57,31,75.0,81.0,95.0,80.0,50.0,95.0,60.0,40.0,60.0,50.0
520,Christos Tzolis,58,58,29,70.0,50.0,75.0,87.0,80.0,72.0,70.0,77.0,85.0,90.0
521,Claudio Echeverri ,59,59,32,68.0,50.0,99.0,80.0,70.0,91.0,77.0,65.0,78.0,70.0
522,Cole Palmer ,60,60,19,70.0,83.0,98.0,81.0,87.0,85.0,73.0,89.0,91.0,100.0
523,Conor Bradley ,61,61,19,83.0,50.0,80.0,75.0,75.0,83.0,81.0,73.0,85.0,90.0
524,Couhaib Driouech,62,62,28,68.0,50.0,75.0,77.0,65.0,75.0,74.0,65.0,71.0,70.0
525,Cristhian Mosquera,63,63,24,78.0,60.0,40.0,65.0,76.0,30.0,70.0,75.0,86.0,90.0
526,Crysencio Summerville,64,64,19,80.0,60.0,70.0,82.0,80.0,61.0,71.0,77.0,82.0,90.0
527,Daan Huijsen,65,65,21,87.0,80.0,90.0,82.0,66.0,88.0,72.0,60.0,77.0,70.0
528,Daniel Maldini,66,66,21,60.0,50.0,90.0,65.0,65.0,80.0,74.0,60.0,70.0,70.0
529,Abdul Issahaku Fatawu ,1,1,17,77.0,69.0,52.0,78.0,71.0,76.0,83.0,70.0,79.0,80.0
530,Adam Hložek ,2,2,18,72.0,53.0,70.0,82.0,72.0,70.0,71.0,78.0,80.0,90.0
531,Adam Wharton,3,3,19,77.0,87.0,65.0,76.0,71.0,85.0,77.0,71.0,82.0,90.0
532,Adrion Pajaziti,4,4,19,88.0,53.0,90.0,70.0,55.0,82.0,79.0,56.0,68.0,70.0
533,Agustín Ruberto ,5,5,20,62.0,56.0,85.0,55.0,62.0,39.0,40.0,57.0,60.0,50.0
534,Alan Matturro,6,6,21,83.0,88.0,60.0,67.0,60.0,70.0,70.0,55.0,71.0,70.0
535,Alan Minda,7,7,22,50.0,30.0,70.0,81.0,72.0,60.0,65.0,70.0,80.0,80.0
536,Alan Varela,8,8,23,81.0,61.0,45.0,75.0,80.0,56.0,70.0,80.0,85.0,90.0
537,Alberto Moleiro,9,9,24,70.0,30.0,50.0,70.0,71.0,60.0,65.0,71.0,80.0,90.0
538,Alejandro Garnacho,10,10,19,65.0,40.0,75.0,72.0,81.0,80.0,80.0,81.0,94.0,100.0
539,Alemão João Victor,11,11,23,84.0,68.0,90.0,65.0,65.0,55.0,75.0,57.0,70.0,70.0
540,Alex Baena,12,12,24,74.0,31.0,80.0,83.0,81.0,76.0,55.0,81.0,86.0,100.0
541,Álex Jiménez,13,13,21,71.0,47.0,65.0,76.0,55.0,60.0,71.0,50.0,70.0,60.0
542,Alex Scott ,14,14,19,82.0,45.0,60.0,70.0,73.0,66.0,68.0,70.0,80.0,90.0
543,Anatoliy Trubin ,15,15,23,99.0,100.0,95.0,71.0,80.0,66.0,70.0,80.0,88.0,90.0
544,Andreas Schjelderup,16,16,25,76.0,30.0,90.0,83.0,75.0,77.0,70.0,75.0,85.0,90.0
545,Andrés Gómez  ,17,17,26,72.0,30.0,75.0,65.0,70.0,70.0,67.0,70.0,78.0,80.0
546,Andrey Santos,18,18,27,90.0,72.0,90.0,57.0,70.0,76.0,74.0,66.0,80.0,80.0
547,Ângelo Gabriel,19,19,27,60.0,30.0,60.0,73.0,70.0,66.0,70.0,68.0,81.0,80.0
548,Anselmo Garcia McNulty,20,20,28,94.0,85.0,50.0,73.0,67.0,60.0,83.0,65.0,75.0,70.0
549,Anthony Elanga,21,21,19,67.0,64.0,80.0,71.0,77.0,76.0,83.0,76.0,82.0,90.0
550,Anthony Gordon,22,22,19,69.0,42.0,75.0,72.0,85.0,77.0,74.0,86.0,90.0,100.0
551,Antoni Milambo,23,23,28,76.0,43.0,85.0,70.0,60.0,76.0,70.0,55.0,70.0,70.0
552,Antonio Nusa,24,24,22,54.0,30.0,65.0,71.0,72.0,75.0,80.0,70.0,83.0,80.0
553,Aral Simsir,25,25,25,76.0,43.0,90.0,86.0,73.0,93.0,71.0,70.0,77.0,80.0
554,Archie Brown,26,26,22,88.0,80.0,80.0,73.0,75.0,80.0,75.0,72.0,81.0,90.0
555,Archie Gray,27,27,17,81.0,71.0,45.0,60.0,74.0,50.0,82.0,74.0,91.0,60.0
556,Armindo Sieb ,28,28,29,72.0,40.0,80.0,65.0,71.0,78.0,66.0,70.0,78.0,80.0
557,Arouna Sangante,29,29,27,91.0,92.0,70.0,74.0,72.0,60.0,70.0,70.0,77.0,90.0
558,Arthur Vermeeren,30,30,24,91.0,85.0,70.0,74.0,75.0,57.0,81.0,73.0,84.0,90.0
559,Ashley Phillips,31,31,17,82.0,66.0,55.0,71.0,65.0,35.0,73.0,60.0,78.0,60.0
560,Ayman Kari,32,32,27,82.0,45.0,70.0,70.0,65.0,70.0,85.0,57.0,74.0,70.0
561,Ayyoub Bouadi,33,33,27,68.0,68.0,90.0,78.0,57.0,51.0,50.0,50.0,60.0,60.0
562,Arda Güler,34,34,24,60.0,53.0,95.0,95.0,70.0,94.0,73.0,60.0,75.0,70.0
563,Bart Verbruggen ,35,35,19,99.0,100.0,85.0,87.0,77.0,73.0,70.0,76.0,87.0,90.0
564,Bastien Meupiyou,36,36,27,90.0,77.0,95.0,75.0,60.0,85.0,80.0,50.0,70.0,70.0
565,Benjamin Sesko ,37,37,18,65.0,50.0,95.0,70.0,85.0,88.0,75.0,85.0,90.0,100.0
566,Benjamin Tahirovic,38,38,28,60.0,50.0,90.0,90.0,70.0,81.0,70.0,66.0,75.0,80.0
567,Bilal El Khannouss,39,39,22,80.0,40.0,65.0,85.0,75.0,65.0,70.0,75.0,80.0,90.0
568,Billy Gilmour ,40,40,19,80.0,60.0,65.0,87.0,76.0,70.0,75.0,75.0,81.0,90.0
569,Bobby Clark,41,41,19,80.0,65.0,99.0,76.0,60.0,90.0,70.0,50.0,70.0,70.0
570,Bradley Barcola,42,42,27,70.0,50.0,75.0,95.0,80.0,65.0,70.0,76.0,85.0,90.0
571,Bradley Locko,43,43,27,60.0,55.0,50.0,75.0,75.0,56.0,80.0,73.0,80.0,90.0
572,Brajan Gruda,44,44,18,66.0,50.0,90.0,80.0,75.0,90.0,77.0,70.0,80.0,80.0
573,Brandan Craig,45,45,26,92.0,83.0,60.0,77.0,55.0,50.0,70.0,50.0,65.0,60.0
574,Brian Brobbey,46,46,28,65.0,50.0,95.0,65.0,80.0,87.0,60.0,80.0,85.0,90.0
575,Brian Gutiérrez,47,47,26,70.0,60.0,70.0,75.0,70.0,65.0,65.0,70.0,80.0,90.0
576,Bukayo Saka,48,48,19,83.0,70.0,85.0,77.0,90.0,85.0,76.0,94.0,95.0,100.0
577,Cade Cowell,49,49,30,55.0,40.0,60.0,59.0,70.0,65.0,67.0,70.0,80.0,80.0
578,Can Uzun,50,50,29,80.0,76.0,90.0,70.0,70.0,86.0,65.0,65.0,80.0,70.0
579,Carlos Alcaraz ,51,51,21,56.0,30.0,85.0,65.0,70.0,70.0,71.0,70.0,77.0,80.0
580,Carlos Forbs,52,52,28,66.0,40.0,90.0,72.0,65.0,85.0,70.0,60.0,75.0,70.0
581,Castello Lukeba,53,53,18,87.0,88.0,70.0,75.0,80.0,65.0,75.0,80.0,85.0,90.0
582,Cavan Sullivan,54,54,26,50.0,50.0,70.0,70.0,80.0,70.0,70.0,50.0,50.0,50.0
583,Chaka Traorè,55,55,21,71.0,95.0,90.0,75.0,60.0,90.0,66.0,50.0,68.0,60.0
584,Charles de Ketelaere ,56,56,21,67.0,90.0,70.0,76.0,80.0,72.0,80.0,80.0,84.0,90.0
585,Chido Obi,57,57,31,75.0,81.0,95.0,80.0,50.0,95.0,60.0,40.0,60.0,50.0
586,Christos Tzolis,58,58,29,70.0,50.0,75.0,87.0,80.0,72.0,70.0,77.0,85.0,90.0
587,Claudio Echeverri ,59,59,32,68.0,50.0,99.0,80.0,70.0,91.0,77.0,65.0,78.0,70.0
588,Cole Palmer ,60,60,19,70.0,83.0,98.0,81.0,87.0,85.0,73.0,89.0,91.0,100.0
589,Conor Bradley ,61,61,19,83.0,50.0,80.0,75.0,75.0,83.0,81.0,73.0,85.0,90.0
590,Couhaib Driouech,62,62,28,68.0,50.0,75.0,77.0,65.0,75.0,74.0,65.0,71.0,70.0
591,Cristhian Mosquera,63,63,24,78.0,60.0,40.0,65.0,76.0,30.0,70.0,75.0,86.0,90.0
592,Crysencio Summerville,64,64,19,80.0,60.0,70.0,82.0,80.0,61.0,71.0,77.0,82.0,90.0
593,Daan Huijsen,65,65,21,87.0,80.0,90.0,82.0,66.0,88.0,72.0,60.0,77.0,70.0
594,Daniel Maldini,66,66,21,60.0,50.0,90.0,65.0,65.0,80.0,74.0,60.0,70.0,70.0
595,Abdul Issahaku Fatawu ,1,1,17,77.0,69.0,52.0,78.0,71.0,76.0,83.0,70.0,79.0,80.0
596,Adam Hložek ,2,2,18,72.0,53.0,70.0,82.0,72.0,70.0,71.0,78.0,80.0,90.0
597,Adam Wharton,3,3,19,77.0,87.0,65.0,76.0,71.0,85.0,77.0,71.0,82.0,90.0
598,Adrion Pajaziti,4,4,19,88.0,53.0,90.0,70.0,55.0,82.0,79.0,56.0,68.0,70.0
599,Agustín Ruberto ,5,5,20,62.0,56.0,85.0,55.0,62.0,39.0,40.0,57.0,60.0,50.0
600,Alan Matturro,6,6,21,83.0,88.0,60.0,67.0,60.0,70.0,70.0,55.0,71.0,70.0
601,Alan Minda,7,7,22,50.0,30.0,70.0,81.0,72.0,60.0,65.0,70.0,80.0,80.0
602,Alan Varela,8,8,23,81.0,61.0,45.0,75.0,80.0,56.0,70.0,80.0,85.0,90.0
603,Alberto Moleiro,9,9,24,70.0,30.0,50.0,70.0,71.0,60.0,65.0,71.0,80.0,90.0
604,Alejandro Garnacho,10,10,19,65.0,40.0,75.0,72.0,81.0,80.0,80.0,81.0,94.0,100.0
605,Alemão João Victor,11,11,23,84.0,68.0,90.0,65.0,65.0,55.0,75.0,57.0,70.0,70.0
606,Alex Baena,12,12,24,74.0,31.0,80.0,83.0,81.0,76.0,55.0,81.0,86.0,100.0
607,Álex Jiménez,13,13,21,71.0,47.0,65.0,76.0,55.0,60.0,71.0,50.0,70.0,60.0
608,Alex Scott ,14,14,19,82.0,45.0,60.0,70.0,73.0,66.0,68.0,70.0,80.0,90.0
609,Anatoliy Trubin ,15,15,23,99.0,100.0,95.0,71.0,80.0,66.0,70.0,80.0,88.0,90.0
610,Andreas Schjelderup,16,16,25,76.0,30.0,90.0,83.0,75.0,77.0,70.0,75.0,85.0,90.0
611,Andrés Gómez  ,17,17,26,72.0,30.0,75.0,65.0,70.0,70.0,67.0,70.0,78.0,80.0
612,Andrey Santos,18,18,27,90.0,72.0,90.0,57.0,70.0,76.0,74.0,66.0,80.0,80.0
613,Ângelo Gabriel,19,19,27,60.0,30.0,60.0,73.0,70.0,66.0,70.0,68.0,81.0,80.0
614,Anselmo Garcia McNulty,20,20,28,94.0,85.0,50.0,73.0,67.0,60.0,83.0,65.0,75.0,70.0
615,Anthony Elanga,21,21,19,67.0,64.0,80.0,71.0,77.0,76.0,83.0,76.0,82.0,90.0
616,Anthony Gordon,22,22,19,69.0,42.0,75.0,72.0,85.0,77.0,74.0,86.0,90.0,100.0
617,Antoni Milambo,23,23,28,76.0,43.0,85.0,70.0,60.0,76.0,70.0,55.0,70.0,70.0
618,Antonio Nusa,24,24,22,54.0,30.0,65.0,71.0,72.0,75.0,80.0,70.0,83.0,80.0
619,Aral Simsir,25,25,25,76.0,43.0,90.0,86.0,73.0,93.0,71.0,70.0,77.0,80.0
620,Archie Brown,26,26,22,88.0,80.0,80.0,73.0,75.0,80.0,75.0,72.0,81.0,90.0
621,Archie Gray,27,27,17,81.0,71.0,45.0,60.0,74.0,50.0,82.0,74.0,91.0,60.0
622,Armindo Sieb ,28,28,29,72.0,40.0,80.0,65.0,71.0,78.0,66.0,70.0,78.0,80.0
623,Arouna Sangante,29,29,27,91.0,92.0,70.0,74.0,72.0,60.0,70.0,70.0,77.0,90.0
624,Arthur Vermeeren,30,30,24,91.0,85.0,70.0,74.0,75.0,57.0,81.0,73.0,84.0,90.0
625,Ashley Phillips,31,31,17,82.0,66.0,55.0,71.0,65.0,35.0,73.0,60.0,78.0,60.0
626,Ayman Kari,32,32,27,82.0,45.0,70.0,70.0,65.0,70.0,85.0,57.0,74.0,70.0
627,Ayyoub Bouadi,33,33,27,68.0,68.0,90.0,78.0,57.0,51.0,50.0,50.0,60.0,60.0
628,Arda Güler,34,34,24,60.0,53.0,95.0,95.0,70.0,94.0,73.0,60.0,75.0,70.0
629,Bart Verbruggen ,35,35,19,99.0,100.0,85.0,87.0,77.0,73.0,70.0,76.0,87.0,90.0
630,Bastien Meupiyou,36,36,27,90.0,77.0,95.0,75.0,60.0,85.0,80.0,50.0,70.0,70.0
631,Benjamin Sesko ,37,37,18,65.0,50.0,95.0,70.0,85.0,88.0,75.0,85.0,90.0,100.0
632,Benjamin Tahirovic,38,38,28,60.0,50.0,90.0,90.0,70.0,81.0,70.0,66.0,75.0,80.0
633,Bilal El Khannouss,39,39,22,80.0,40.0,65.0,85.0,75.0,65.0,70.0,75.0,80.0,90.0
634,Billy Gilmour ,40,40,19,80.0,60.0,65.0,87.0,76.0,70.0,75.0,75.0,81.0,90.0
635,Bobby Clark,41,41,19,80.0,65.0,99.0,76.0,60.0,90.0,70.0,50.0,70.0,70.0
636,Bradley Barcola,42,42,27,70.0,50.0,75.0,95.0,80.0,65.0,70.0,76.0,85.0,90.0
637,Bradley Locko,43,43,27,60.0,55.0,50.0,75.0,75.0,56.0,80.0,73.0,80.0,90.0
638,Brajan Gruda,44,44,18,66.0,50.0,90.0,80.0,75.0,90.0,77.0,70.0,80.0,80.0
639,Brandan Craig,45,45,26,92.0,83.0,60.0,77.0,55.0,50.0,70.0,50.0,65.0,60.0
640,Brian Brobbey,46,46,28,65.0,50.0,95.0,65.0,80.0,87.0,60.0,80.0,85.0,90.0
641,Brian Gutiérrez,47,47,26,70.0,60.0,70.0,75.0,70.0,65.0,65.0,70.0,80.0,90.0
642,Bukayo Saka,48,48,19,83.0,70.0,85.0,77.0,90.0,85.0,76.0,94.0,95.0,100.0
643,Cade Cowell,49,49,30,55.0,40.0,60.0,59.0,70.0,65.0,67.0,70.0,80.0,80.0
644,Can Uzun,50,50,29,80.0,76.0,90.0,70.0,70.0,86.0,65.0,65.0,80.0,70.0
645,Carlos Alcaraz ,51,51,21,56.0,30.0,85.0,65.0,70.0,70.0,71.0,70.0,77.0,80.0
646,Carlos Forbs,52,52,28,66.0,40.0,90.0,72.0,65.0,85.0,70.0,60.0,75.0,70.0
647,Castello Lukeba,53,53,18,87.0,88.0,70.0,75.0,80.0,65.0,75.0,80.0,85.0,90.0
648,Cavan Sullivan,54,54,26,50.0,50.0,70.0,70.0,80.0,70.0,70.0,50.0,50.0,50.0
649,Chaka Traorè,55,55,21,71.0,95.0,90.0,75.0,60.0,90.0,66.0,50.0,68.0,60.0
650,Charles de Ketelaere ,56,56,21,67.0,90.0,70.0,76.0,80.0,72.0,80.0,80.0,84.0,90.0
651,Chido Obi,57,57,31,75.0,81.0,95.0,80.0,50.0,95.0,60.0,40.0,60.0,50.0
652,Christos Tzolis,58,58,29,70.0,50.0,75.0,87.0,80.0,72.0,70.0,77.0,85.0,90.0
653,Claudio Echeverri ,59,59,32,68.0,50.0,99.0,80.0,70.0,91.0,77.0,65.0,78.0,70.0
654,Cole Palmer ,60,60,19,70.0,83.0,98.0,81.0,87.0,85.0,73.0,89.0,91.0,100.0
655,Conor Bradley ,61,61,19,83.0,50.0,80.0,75.0,75.0,83.0,81.0,73.0,85.0,90.0
656,Couhaib Driouech,62,62,28,68.0,50.0,75.0,77.0,65.0,75.0,74.0,65.0,71.0,70.0
657,Cristhian Mosquera,63,63,24,78.0,60.0,40.0,65.0,76.0,30.0,70.0,75.0,86.0,90.0
658,Crysencio Summerville,64,64,19,80.0,60.0,70.0,82.0,80.0,61.0,71.0,77.0,82.0,90.0
659,Daan Huijsen,65,65,21,87.0,80.0,90.0,82.0,66.0,88.0,72.0,60.0,77.0,70.0
660,Daniel Maldini,66,66,21,60.0,50.0,90.0,65.0,65.0,80.0,74.0,60.0,70.0,70.0
661,Abdul Issahaku Fatawu ,1,1,17,77.0,69.0,52.0,78.0,71.0,76.0,83.0,70.0,79.0,80.0
662,Adam Hložek ,2,2,18,72.0,53.0,70.0,82.0,72.0,70.0,71.0,78.0,80.0,90.0
663,Adam Wharton,3,3,19,77.0,87.0,65.0,76.0,71.0,85.0,77.0,71.0,82.0,90.0
664,Adrion Pajaziti,4,4,19,88.0,53.0,90.0,70.0,55.0,82.0,79.0,56.0,68.0,70.0
665,Agustín Ruberto ,5,5,20,62.0,56.0,85.0,55.0,62.0,39.0,40.0,57.0,60.0,50.0
666,Alan Matturro,6,6,21,83.0,88.0,60.0,67.0,60.0,70.0,70.0,55.0,71.0,70.0
667,Alan Minda,7,7,22,50.0,30.0,70.0,81.0,72.0,60.0,65.0,70.0,80.0,80.0
668,Alan Varela,8,8,23,81.0,61.0,45.0,75.0,80.0,56.0,70.0,80.0,85.0,90.0
669,Alberto Moleiro,9,9,24,70.0,30.0,50.0,70.0,71.0,60.0,65.0,71.0,80.0,90.0
670,Alejandro Garnacho,10,10,19,65.0,40.0,75.0,72.0,81.0,80.0,80.0,81.0,94.0,100.0
671,Alemão João Victor,11,11,23,84.0,68.0,90.0,65.0,65.0,55.0,75.0,57.0,70.0,70.0
672,Alex Baena,12,12,24,74.0,31.0,80.0,83.0,81.0,76.0,55.0,81.0,86.0,100.0
673,Álex Jiménez,13,13,21,71.0,47.0,65.0,76.0,55.0,60.0,71.0,50.0,70.0,60.0
674,Alex Scott ,14,14,19,82.0,45.0,60.0,70.0,73.0,66.0,68.0,70.0,80.0,90.0
675,Anatoliy Trubin ,15,15,23,99.0,100.0,95.0,71.0,80.0,66.0,70.0,80.0,88.0,90.0
676,Andreas Schjelderup,16,16,25,76.0,30.0,90.0,83.0,75.0,77.0,70.0,75.0,85.0,90.0
677,Andrés Gómez  ,17,17,26,72.0,30.0,75.0,65.0,70.0,70.0,67.0,70.0,78.0,80.0
678,Andrey Santos,18,18,27,90.0,72.0,90.0,57.0,70.0,76.0,74.0,66.0,80.0,80.0
679,Ângelo Gabriel,19,19,27,60.0,30.0,60.0,73.0,70.0,66.0,70.0,68.0,81.0,80.0
680,Anselmo Garcia McNulty,20,20,28,94.0,85.0,50.0,73.0,67.0,60.0,83.0,65.0,75.0,70.0
681,Anthony Elanga,21,21,19,67.0,64.0,80.0,71.0,77.0,76.0,83.0,76.0,82.0,90.0
682,Anthony Gordon,22,22,19,69.0,42.0,75.0,72.0,85.0,77.0,74.0,86.0,90.0,100.0
683,Antoni Milambo,23,23,28,76.0,43.0,85.0,70.0,60.0,76.0,70.0,55.0,70.0,70.0
684,Antonio Nusa,24,24,22,54.0,30.0,65.0,71.0,72.0,75.0,80.0,70.0,83.0,80.0
685,Aral Simsir,25,25,25,76.0,43.0,90.0,86.0,73.0,93.0,71.0,70.0,77.0,80.0
686,Archie Brown,26,26,22,88.0,80.0,80.0,73.0,75.0,80.0,75.0,72.0,81.0,90.0
687,Archie Gray,27,27,17,81.0,71.0,45.0,60.0,74.0,50.0,82.0,74.0,91.0,60.0
688,Armindo Sieb ,28,28,29,72.0,40.0,80.0,65.0,71.0,78.0,66.0,70.0,78.0,80.0
689,Arouna Sangante,29,29,27,91.0,92.0,70.0,74.0,72.0,60.0,70.0,70.0,77.0,90.0
690,Arthur Vermeeren,30,30,24,91.0,85.0,70.0,74.0,75.0,57.0,81.0,73.0,84.0,90.0
691,Ashley Phillips,31,31,17,82.0,66.0,55.0,71.0,65.0,35.0,73.0,60.0,78.0,60.0
692,Ayman Kari,32,32,27,82.0,45.0,70.0,70.0,65.0,70.0,85.0,57.0,74.0,70.0
693,Ayyoub Bouadi,33,33,27,68.0,68.0,90.0,78.0,57.0,51.0,50.0,50.0,60.0,60.0
694,Arda Güler,34,34,24,60.0,53.0,95.0,95.0,70.0,94.0,73.0,60.0,75.0,70.0
695,Bart Verbruggen ,35,35,19,99.0,100.0,85.0,87.0,77.0,73.0,70.0,76.0,87.0,90.0
696,Bastien Meupiyou,36,36,27,90.0,77.0,95.0,75.0,60.0,85.0,80.0,50.0,70.0,70.0
697,Benjamin Sesko ,37,37,18,65.0,50.0,95.0,70.0,85.0,88.0,75.0,85.0,90.0,100.0
698,Benjamin Tahirovic,38,38,28,60.0,50.0,90.0,90.0,70.0,81.0,70.0,66.0,75.0,80.0
699,Bilal El Khannouss,39,39,22,80.0,40.0,65.0,85.0,75.0,65.0,70.0,75.0,80.0,90.0
700,Billy Gilmour ,40,40,19,80.0,60.0,65.0,87.0,76.0,70.0,75.0,75.0,81.0,90.0
701,Bobby Clark,41,41,19,80.0,65.0,99.0,76.0,60.0,90.0,70.0,50.0,70.0,70.0
702,Bradley Barcola,42,42,27,70.0,50.0,75.0,95.0,80.0,65.0,70.0,76.0,85.0,90.0
703,Bradley Locko,43,43,27,60.0,55.0,50.0,75.0,75.0,56.0,80.0,73.0,80.0,90.0
704,Brajan Gruda,44,44,18,66.0,50.0,90.0,80.0,75.0,90.0,77.0,70.0,80.0,80.0
705,Brandan Craig,45,45,26,92.0,83.0,60.0,77.0,55.0,50.0,70.0,50.0,65.0,60.0
706,Brian Brobbey,46,46,28,65.0,50.0,95.0,65.0,80.0,87.0,60.0,80.0,85.0,90.0
707,Brian Gutiérrez,47,47,26,70.0,60.0,70.0,75.0,70.0,65.0,65.0,70.0,80.0,90.0
708,Bukayo Saka,48,48,19,83.0,70.0,85.0,77.0,90.0,85.0,76.0,94.0,95.0,100.0
709,Cade Cowell,49,49,30,55.0,40.0,60.0,59.0,70.0,65.0,67.0,70.0,80.0,80.0
710,Can Uzun,50,50,29,80.0,76.0,90.0,70.0,70.0,86.0,65.0,65.0,80.0,70.0
711,Carlos Alcaraz ,51,51,21,56.0,30.0,85.0,65.0,70.0,70.0,71.0,70.0,77.0,80.0
712,Carlos Forbs,52,52,28,66.0,40.0,90.0,72.0,65.0,85.0,70.0,60.0,75.0,70.0
713,Castello Lukeba,53,53,18,87.0,88.0,70.0,75.0,80.0,65.0,75.0,80.0,85.0,90.0
714,Cavan Sullivan,54,54,26,50.0,50.0,70.0,70.0,80.0,70.0,70.0,50.0,50.0,50.0
715,Chaka Traorè,55,55,21,71.0,95.0,90.0,75.0,60.0,90.0,66.0,50.0,68.0,60.0
716,Charles de Ketelaere ,56,56,21,67.0,90.0,70.0,76.0,80.0,72.0,80.0,80.0,84.0,90.0
717,Chido Obi,57,57,31,75.0,81.0,95.0,80.0,50.0,95.0,60.0,40.0,60.0,50.0
718,Christos Tzolis,58,58,29,70.0,50.0,75.0,87.0,80.0,72.0,70.0,77.0,85.0,90.0
719,Claudio Echeverri ,59,59,32,68.0,50.0,99.0,80.0,70.0,91.0,77.0,65.0,78.0,70.0
